species,species_name,isscaap_division_code,isscaap_division_name,isscaap_group_code,isscaap_group_name,fao_group_code,fao_group_name,cpc_division_code,cpc_division_name,cpc_group_code,cpc_group_name,cpc_class_code,cpc_class_name
FST,True tulip,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
TUS,True tunas NEI,3,Marine fishes,36,"Tunas, bonitos, billfishes",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",425,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled"
LHI,Trumpet emperor,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TRU,Trumpeters NEI,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
DXL,Truncate donax,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
EKR,Tsivakihini paste shrimp,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
HLT,Tuberculate abalone,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",441,"Abalone, live, fresh or chilled"
KTT,Tuberculate cockle,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
GUU,Tub gurnard,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TUC,Tucuxi,6,"Whales, seals and other aquatic mammals",62,"Sperm-whales, pilot-whales",1579,Aquatic Mammals,,,,,,
CJW,Tule NEI,9,Aquatic plants,94,Miscellaneous aquatic plants,1594,Aquatic Plants,4,Fish and other fishing products,49,Other aquatic plants and animals,493,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
TUX,Tuna-like fishes NEI,3,Marine fishes,36,"Tunas, bonitos, billfishes",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
TUN,Tunas NEI,3,Marine fishes,36,"Tunas, bonitos, billfishes",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",425,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled"
GSH,Turban shells NEI,8,Miscellaneous aquatic animal products,81,"Pearls, mother-of-pearl, shells",,,4,Fish and other fishing products,49,Other aquatic plants and animals,491,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose"
TUR,Turbot,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
SCF,Turbots NEI,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
USK,Tusk(=Cusk),3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
TSD,Twaite shad,2,Diadromous fishes,24,Shads,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
AAB,Twobar seabream,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
HQM,Two-row rock shell,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
HWZ,Twospot cardinalfish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ITO,Twospot largescale flounder,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
LJB,Two-spot red snapper,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
GBF,Two-spotted goby,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
RJU,Undulate ray,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
HQW,Unicell. chlorella green alga,9,Aquatic plants,93,Green seaweeds,1594,Aquatic Plants,4,Fish and other fishing products,49,Other aquatic plants and animals,493,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
UNC,Unicorn cod,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
LIC,Unicorn icefish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ALM,Unicorn leatherjacket filefish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
UGU,Unihorn octopus,5,Molluscs,57,"Squids, cuttlefishes, octopuses",1570,Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",447,"Octopus, live, fresh or chilled"
EPJ,Union snook,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
CSY,Upsidedown catfishes,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
VAD,Vadigo,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
HUR,Valparaiso chromis,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
VAQ,Vaquita,6,"Whales, seals and other aquatic mammals",62,"Sperm-whales, pilot-whales",1579,Aquatic Mammals,,,,,,
VSC,Variegated scallop,5,Molluscs,55,"Scallops, pectens",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",444,"Scallops, live, fresh or chilled"
SKH,Various sharks NEI,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
SQU,Various squids NEI,5,Molluscs,57,"Squids, cuttlefishes, octopuses",1570,Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",446,"Cuttlefish and squid, live, fresh or chilled"
ROG,Vatani rohtee,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
RPW,Veined rapa whelk,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
SQF,Veined squid,5,Molluscs,57,"Squids, cuttlefishes, octopuses",1570,Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",446,"Cuttlefish and squid, live, fresh or chilled"
ETX,Velvet belly,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
IBA,Velvet fan lobster,4,Crustaceans,43,"Lobsters, spiny-rock lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",439,"Other crustaceans, live, fresh or chilled"
HNY,Velvet helcion,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
PKB,Velvet leatherjacket,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
LIO,Velvet swimcrab,4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
BBF,Velvet whalefish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
AST,Velvety cichlids,1,Freshwater fishes,12,Tilapias and other cichlids,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
FVE,Vendace,2,Diadromous fishes,23,"Salmons, trouts, smelts",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
CLV,Venus clams NEI,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
SFW,Vermilion rockfish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
RPU,Vermilion snapper,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
VLA,[Vertebrata lanosa],9,Aquatic plants,92,Red seaweeds,1594,Aquatic Plants,4,Fish and other fishing products,49,Other aquatic plants and animals,493,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
VIV,Vimba bream,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
GCC,Violet bittersweet,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
SEY,Violet warehou,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
SAV,Volga pikeperch,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
CXY,Volutes NEI,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
WAH,Wahoo,3,Marine fishes,36,"Tunas, bonitos, billfishes",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
UDP,Wakame,9,Aquatic plants,91,Brown seaweeds,1594,Aquatic Plants,4,Fish and other fishing products,49,Other aquatic plants and animals,493,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
WAA,Wallago,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
WAX,[Wallago spp],1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
STV,Walleye,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
WAL,Walrus,6,"Whales, seals and other aquatic mammals",63,"Eared seals, hair seals, walruses",1579,Aquatic Mammals,,,,,,
BSP,Warehou NEI,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ELG,Warsaw grouper,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
EIK,Warty crab,4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
ALL,Warty dory,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
GJW,Warty gracilaria,9,Aquatic plants,92,Red seaweeds,1594,Aquatic Plants,4,Fish and other fishing products,49,Other aquatic plants and animals,493,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
VEV,Warty venus,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
DNF,Water fleas,4,Crustaceans,41,Freshwater crustaceans,1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",439,"Other crustaceans, live, fresh or chilled"
WKX,Weakfishes NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
